2023-06-13 19:21:06.195 | INFO     | __main__:run:34 - Namespace(img_size=128, eeg_dim=128, latent_dim=100, weight_path=None, img_w_eeg_path='/home/exx/GithubClonedRepo/EEG-Research/Dataset/imagenet', img_no_eeg_path='/media/exx/HDD1/LanxHuyen/CVPR2017/imagenet_noeeg_40', eeg_embedding_path='/home/exx/GithubClonedRepo/EEG-Research/Experiment/Generative_Models/EEG_features_extractor/avg_eeg_embeddings_128.pth', pretrained_netG=None, pretrained_netD=None, num_epochs_stage1=1000, num_epochs_stage2=50, start_class=10, end_class=14, dataset='CVPR2017', eeg_path='/media/exx/HDD1/LanxHuyen/CVPR2017/eeg_55_95_std.pth', splits_path='/media/exx/HDD1/LanxHuyen/CVPR2017/block_splits_by_image_all.pth', log_path='/home/exx/GithubClonedRepo/EEG-Research/Experiment/Generative_Models/ACGAN', info='ACGAN_Khoi_5_class', batch_size=100, log_interval=50, arch='train', save_ckpt='checkpoints/', num_classes=5, num_workers=4, gpu=1, lr=0.0002, wd=0.0001, optim='Adam', gamma=200, lr_step=10, pretrain=False, momen=0.9, nesterov=False, device=device(type='cuda', index=1))
2023-06-13 19:22:38.214 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [16/1000], Loss D: 3.6398, Loss G: 5.8232, D(x): 0.8470, D(G(z)): 0.1590 | 0.0562, aux_acc: 0.6000
2023-06-13 19:22:43.842 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [17/1000], Loss D: 3.6089, Loss G: 6.1878, D(x): 0.8304, D(G(z)): 0.1414 | 0.0509, aux_acc: 0.5400
2023-06-13 19:22:49.341 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [18/1000], Loss D: 3.3868, Loss G: 5.9731, D(x): 0.8761, D(G(z)): 0.2402 | 0.0157, aux_acc: 0.4900
2023-06-13 19:22:54.914 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [19/1000], Loss D: 3.5750, Loss G: 5.6748, D(x): 0.4399, D(G(z)): 0.0722 | 0.2262, aux_acc: 0.6000
2023-06-13 19:23:00.551 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [20/1000], Loss D: 3.1798, Loss G: 5.7047, D(x): 0.7349, D(G(z)): 0.5553 | 0.0102, aux_acc: 0.7200
2023-06-13 19:23:06.016 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [21/1000], Loss D: 3.2155, Loss G: 6.3483, D(x): 0.8038, D(G(z)): 0.1594 | 0.0191, aux_acc: 0.6600
2023-06-13 19:23:11.536 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [22/1000], Loss D: 3.2499, Loss G: 5.4226, D(x): 0.8075, D(G(z)): 0.1509 | 0.0598, aux_acc: 0.5900
2023-06-13 19:23:17.078 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [23/1000], Loss D: 2.6202, Loss G: 4.9960, D(x): 0.8211, D(G(z)): 0.2633 | 0.0294, aux_acc: 0.6900
2023-06-13 19:23:22.579 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [24/1000], Loss D: 3.0134, Loss G: 6.5498, D(x): 0.7399, D(G(z)): 0.4284 | 0.0044, aux_acc: 0.5900
2023-06-13 19:23:28.079 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [25/1000], Loss D: 2.6919, Loss G: 5.6182, D(x): 0.7344, D(G(z)): 0.4453 | 0.0299, aux_acc: 0.6700
2023-06-13 19:23:33.652 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [26/1000], Loss D: 2.8575, Loss G: 5.6420, D(x): 0.7818, D(G(z)): 0.2318 | 0.0621, aux_acc: 0.6000
2023-06-13 19:23:39.219 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [27/1000], Loss D: 3.2745, Loss G: 5.5206, D(x): 0.6866, D(G(z)): 0.2554 | 0.0309, aux_acc: 0.6900
2023-06-13 19:23:44.749 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [28/1000], Loss D: 2.5893, Loss G: 4.7679, D(x): 0.8275, D(G(z)): 0.1230 | 0.0415, aux_acc: 0.6400
2023-06-13 19:23:50.245 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [29/1000], Loss D: 2.8371, Loss G: 6.2430, D(x): 0.8653, D(G(z)): 0.2122 | 0.0351, aux_acc: 0.6100
2023-06-13 19:23:55.874 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [30/1000], Loss D: 3.1607, Loss G: 6.3357, D(x): 0.8039, D(G(z)): 0.0978 | 0.0283, aux_acc: 0.6100
2023-06-13 19:24:01.389 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [31/1000], Loss D: 2.4513, Loss G: 5.1770, D(x): 0.8700, D(G(z)): 0.2107 | 0.0896, aux_acc: 0.6100
2023-06-13 19:24:06.973 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [32/1000], Loss D: 2.4022, Loss G: 5.8560, D(x): 0.9264, D(G(z)): 0.2323 | 0.0114, aux_acc: 0.8200
2023-06-13 19:24:12.485 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [33/1000], Loss D: 2.1098, Loss G: 5.0486, D(x): 0.6450, D(G(z)): 0.1284 | 0.0681, aux_acc: 0.7700
2023-06-13 19:24:18.007 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [34/1000], Loss D: 2.5240, Loss G: 5.6645, D(x): 0.8631, D(G(z)): 0.4314 | 0.0069, aux_acc: 0.7400
2023-06-13 19:24:23.587 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [35/1000], Loss D: 3.1281, Loss G: 4.6958, D(x): 0.7893, D(G(z)): 0.1791 | 0.1135, aux_acc: 0.5500
2023-06-13 19:24:29.096 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [36/1000], Loss D: 2.4138, Loss G: 4.6827, D(x): 0.8885, D(G(z)): 0.2323 | 0.0753, aux_acc: 0.6800
2023-06-13 19:24:34.645 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [37/1000], Loss D: 2.3506, Loss G: 5.4731, D(x): 0.8016, D(G(z)): 0.0453 | 0.0871, aux_acc: 0.5500
2023-06-13 19:24:40.239 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [38/1000], Loss D: 2.4307, Loss G: 7.3381, D(x): 0.8691, D(G(z)): 0.5714 | 0.0000, aux_acc: 0.7200
2023-06-13 19:24:45.732 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [39/1000], Loss D: 2.5816, Loss G: 5.8706, D(x): 0.7782, D(G(z)): 0.3312 | 0.0312, aux_acc: 0.6800
2023-06-13 19:24:51.279 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [40/1000], Loss D: 2.3116, Loss G: 4.7033, D(x): 0.8542, D(G(z)): 0.3727 | 0.0178, aux_acc: 0.7500
2023-06-13 19:24:56.859 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [41/1000], Loss D: 2.2544, Loss G: 5.9736, D(x): 0.9023, D(G(z)): 0.1445 | 0.0091, aux_acc: 0.6000
2023-06-13 19:25:02.446 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [42/1000], Loss D: 2.5076, Loss G: 5.5927, D(x): 0.9447, D(G(z)): 0.1223 | 0.0122, aux_acc: 0.6800
2023-06-13 19:25:07.990 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [43/1000], Loss D: 2.3570, Loss G: 6.1591, D(x): 0.8905, D(G(z)): 0.2991 | 0.0531, aux_acc: 0.6500
2023-06-13 19:25:13.464 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [44/1000], Loss D: 2.2929, Loss G: 4.4546, D(x): 0.8005, D(G(z)): 0.1131 | 0.0423, aux_acc: 0.6400
2023-06-13 19:25:19.001 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [45/1000], Loss D: 2.8220, Loss G: 5.4278, D(x): 0.8994, D(G(z)): 0.1620 | 0.0059, aux_acc: 0.5800
2023-06-13 19:25:24.527 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [46/1000], Loss D: 2.2854, Loss G: 5.1104, D(x): 0.7088, D(G(z)): 0.1065 | 0.0650, aux_acc: 0.6600
2023-06-13 19:25:29.999 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [47/1000], Loss D: 2.4519, Loss G: 4.8849, D(x): 0.8268, D(G(z)): 0.4656 | 0.0490, aux_acc: 0.6000
2023-06-13 19:25:35.520 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [48/1000], Loss D: 2.3768, Loss G: 5.3476, D(x): 0.7770, D(G(z)): 0.3123 | 0.0426, aux_acc: 0.7000
2023-06-13 19:25:41.062 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [49/1000], Loss D: 2.1377, Loss G: 5.7061, D(x): 0.9005, D(G(z)): 0.0869 | 0.0502, aux_acc: 0.6800
2023-06-13 19:25:47.245 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [50/1000], Loss D: 1.8963, Loss G: 5.6894, D(x): 0.8506, D(G(z)): 0.1059 | 0.0294, aux_acc: 0.6700
2023-06-13 19:25:52.820 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [51/1000], Loss D: 2.2604, Loss G: 5.0844, D(x): 0.7905, D(G(z)): 0.0107 | 0.0474, aux_acc: 0.6500
2023-06-13 19:25:58.357 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [52/1000], Loss D: 2.2328, Loss G: 6.2344, D(x): 0.7919, D(G(z)): 0.0190 | 0.0319, aux_acc: 0.5700
2023-06-13 19:26:03.856 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [53/1000], Loss D: 2.4364, Loss G: 5.3673, D(x): 0.7635, D(G(z)): 0.3704 | 0.0373, aux_acc: 0.6200
2023-06-13 19:26:09.391 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [54/1000], Loss D: 2.3123, Loss G: 5.0755, D(x): 0.7810, D(G(z)): 0.1945 | 0.1132, aux_acc: 0.7500
2023-06-13 19:26:14.893 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [55/1000], Loss D: 2.1915, Loss G: 4.8445, D(x): 0.8027, D(G(z)): 0.3463 | 0.0663, aux_acc: 0.6700
2023-06-13 19:26:20.443 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [56/1000], Loss D: 2.1361, Loss G: 5.3106, D(x): 0.8246, D(G(z)): 0.1189 | 0.0249, aux_acc: 0.7600
2023-06-13 19:26:25.995 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [57/1000], Loss D: 2.1598, Loss G: 5.5056, D(x): 0.8142, D(G(z)): 0.0184 | 0.0189, aux_acc: 0.7600
2023-06-13 19:26:31.500 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [58/1000], Loss D: 2.0995, Loss G: 6.5559, D(x): 0.8763, D(G(z)): 0.1035 | 0.0188, aux_acc: 0.7300
2023-06-13 19:26:37.119 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [59/1000], Loss D: 2.1503, Loss G: 5.4738, D(x): 0.6634, D(G(z)): 0.2979 | 0.1150, aux_acc: 0.6300
2023-06-13 19:26:42.609 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [60/1000], Loss D: 2.0875, Loss G: 4.7457, D(x): 0.8237, D(G(z)): 0.1510 | 0.0917, aux_acc: 0.7900
2023-06-13 19:26:48.119 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [61/1000], Loss D: 2.1261, Loss G: 4.8262, D(x): 0.8374, D(G(z)): 0.4272 | 0.0092, aux_acc: 0.7800
2023-06-13 19:26:53.736 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [62/1000], Loss D: 1.9180, Loss G: 4.8592, D(x): 0.8939, D(G(z)): 0.3135 | 0.0016, aux_acc: 0.7500
2023-06-13 19:26:59.290 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [63/1000], Loss D: 1.8898, Loss G: 6.3118, D(x): 0.7675, D(G(z)): 0.0587 | 0.0200, aux_acc: 0.6900
2023-06-13 19:27:04.787 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [64/1000], Loss D: 1.8677, Loss G: 5.9035, D(x): 0.9127, D(G(z)): 0.1304 | 0.0112, aux_acc: 0.7500
2023-06-13 19:27:10.405 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [65/1000], Loss D: 2.1930, Loss G: 5.7674, D(x): 0.8770, D(G(z)): 0.0893 | 0.0236, aux_acc: 0.6900
2023-06-13 19:27:15.936 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [66/1000], Loss D: 1.9024, Loss G: 6.1019, D(x): 0.8583, D(G(z)): 0.0430 | 0.0446, aux_acc: 0.7700
2023-06-13 19:27:21.525 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [67/1000], Loss D: 1.9053, Loss G: 6.3653, D(x): 0.9403, D(G(z)): 0.1856 | 0.0119, aux_acc: 0.7400
2023-06-13 19:27:27.108 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [68/1000], Loss D: 1.6637, Loss G: 5.6307, D(x): 0.4102, D(G(z)): 0.1147 | 0.0128, aux_acc: 0.7300
2023-06-13 19:27:32.647 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [69/1000], Loss D: 1.7470, Loss G: 6.3139, D(x): 0.8851, D(G(z)): 0.5437 | 0.0003, aux_acc: 0.7400
2023-06-13 19:27:38.192 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [70/1000], Loss D: 1.7626, Loss G: 5.8998, D(x): 0.7818, D(G(z)): 0.1657 | 0.0774, aux_acc: 0.7600
2023-06-13 19:27:43.742 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [71/1000], Loss D: 1.9256, Loss G: 5.5979, D(x): 0.8749, D(G(z)): 0.2914 | 0.0135, aux_acc: 0.6500
2023-06-13 19:27:49.295 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [72/1000], Loss D: 1.9380, Loss G: 5.9063, D(x): 0.9231, D(G(z)): 0.3054 | 0.0035, aux_acc: 0.7200
2023-06-13 19:27:54.804 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [73/1000], Loss D: 1.8835, Loss G: 6.2451, D(x): 0.8536, D(G(z)): 0.1008 | 0.0597, aux_acc: 0.8100
2023-06-13 19:28:00.496 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [74/1000], Loss D: 1.6330, Loss G: 5.3261, D(x): 0.6517, D(G(z)): 0.0633 | 0.0114, aux_acc: 0.7000
2023-06-13 19:28:06.011 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [75/1000], Loss D: 1.8466, Loss G: 6.6632, D(x): 0.7502, D(G(z)): 0.0499 | 0.0104, aux_acc: 0.7100
2023-06-13 19:28:11.555 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [76/1000], Loss D: 1.5749, Loss G: 5.2020, D(x): 0.7202, D(G(z)): 0.0399 | 0.2094, aux_acc: 0.7600
2023-06-13 19:28:17.101 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [77/1000], Loss D: 1.8904, Loss G: 6.0060, D(x): 0.7995, D(G(z)): 0.1948 | 0.0577, aux_acc: 0.7000
2023-06-13 19:28:22.648 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [78/1000], Loss D: 1.7256, Loss G: 5.6658, D(x): 0.8330, D(G(z)): 0.0547 | 0.0174, aux_acc: 0.7200
2023-06-13 19:28:28.253 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [79/1000], Loss D: 2.1957, Loss G: 7.3791, D(x): 0.8470, D(G(z)): 0.1820 | 0.0482, aux_acc: 0.7200
2023-06-13 19:28:33.820 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [80/1000], Loss D: 1.9491, Loss G: 5.2981, D(x): 0.8930, D(G(z)): 0.2354 | 0.0313, aux_acc: 0.7400
2023-06-13 19:28:39.293 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [81/1000], Loss D: 1.5169, Loss G: 4.4181, D(x): 0.9397, D(G(z)): 0.3093 | 0.0533, aux_acc: 0.8200
2023-06-13 19:28:44.850 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [82/1000], Loss D: 1.7378, Loss G: 5.7674, D(x): 0.8973, D(G(z)): 0.0685 | 0.0014, aux_acc: 0.7700
2023-06-13 19:28:50.402 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [83/1000], Loss D: 1.4069, Loss G: 7.0119, D(x): 0.9338, D(G(z)): 0.1159 | 0.0276, aux_acc: 0.7600
2023-06-13 19:28:55.943 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [84/1000], Loss D: 1.4856, Loss G: 6.0537, D(x): 0.9639, D(G(z)): 0.2636 | 0.0395, aux_acc: 0.7900
2023-06-13 19:29:01.478 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [85/1000], Loss D: 1.4929, Loss G: 5.7785, D(x): 0.6913, D(G(z)): 0.0338 | 0.0231, aux_acc: 0.7500
2023-06-13 19:29:06.995 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [86/1000], Loss D: 1.7626, Loss G: 5.9390, D(x): 0.9614, D(G(z)): 0.1050 | 0.0296, aux_acc: 0.7800
2023-06-13 19:29:12.545 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [87/1000], Loss D: 1.6493, Loss G: 6.1502, D(x): 0.8521, D(G(z)): 0.3111 | 0.0163, aux_acc: 0.7700
2023-06-13 19:29:18.074 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [88/1000], Loss D: 1.7320, Loss G: 5.8355, D(x): 0.8922, D(G(z)): 0.2439 | 0.0126, aux_acc: 0.6600
2023-06-13 19:29:23.629 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [89/1000], Loss D: 1.5410, Loss G: 5.5787, D(x): 0.9378, D(G(z)): 0.4422 | 0.0026, aux_acc: 0.7300
2023-06-13 19:29:29.277 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [90/1000], Loss D: 1.5294, Loss G: 6.3585, D(x): 0.9309, D(G(z)): 0.0712 | 0.0200, aux_acc: 0.7300
2023-06-13 19:29:34.837 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [91/1000], Loss D: 1.4347, Loss G: 6.5434, D(x): 0.8182, D(G(z)): 0.1267 | 0.0564, aux_acc: 0.8100
2023-06-13 19:29:40.339 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [92/1000], Loss D: 1.4461, Loss G: 5.8418, D(x): 0.6601, D(G(z)): 0.1034 | 0.0753, aux_acc: 0.7400
2023-06-13 19:29:45.877 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [93/1000], Loss D: 1.5851, Loss G: 5.8056, D(x): 0.8888, D(G(z)): 0.0917 | 0.0372, aux_acc: 0.7200
2023-06-13 19:29:51.387 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [94/1000], Loss D: 1.4479, Loss G: 5.3044, D(x): 0.8891, D(G(z)): 0.0936 | 0.0803, aux_acc: 0.8100
2023-06-13 19:29:56.934 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [95/1000], Loss D: 1.3433, Loss G: 4.9778, D(x): 0.8477, D(G(z)): 0.1128 | 0.0510, aux_acc: 0.8400
2023-06-13 19:30:02.446 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [96/1000], Loss D: 1.4333, Loss G: 5.4268, D(x): 0.8476, D(G(z)): 0.2064 | 0.0294, aux_acc: 0.8100
2023-06-13 19:30:07.937 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [97/1000], Loss D: 1.7039, Loss G: 5.6244, D(x): 0.8032, D(G(z)): 0.1479 | 0.0521, aux_acc: 0.7100
2023-06-13 19:30:13.479 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [98/1000], Loss D: 1.7409, Loss G: 5.5769, D(x): 0.8780, D(G(z)): 0.1984 | 0.0257, aux_acc: 0.7600
2023-06-13 19:30:19.166 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [99/1000], Loss D: 1.3714, Loss G: 4.6949, D(x): 0.8372, D(G(z)): 0.1053 | 0.0212, aux_acc: 0.7400
2023-06-13 19:30:25.269 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [100/1000], Loss D: 1.5248, Loss G: 5.3092, D(x): 0.8537, D(G(z)): 0.1913 | 0.0456, aux_acc: 0.7200
2023-06-13 19:30:30.772 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [101/1000], Loss D: 1.8118, Loss G: 5.8482, D(x): 0.8603, D(G(z)): 0.1915 | 0.0153, aux_acc: 0.7600
2023-06-13 19:30:36.251 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [102/1000], Loss D: 1.5919, Loss G: 4.9513, D(x): 0.8874, D(G(z)): 0.0648 | 0.0371, aux_acc: 0.7900
2023-06-13 19:30:41.819 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [103/1000], Loss D: 1.5225, Loss G: 5.6122, D(x): 0.7430, D(G(z)): 0.1851 | 0.0376, aux_acc: 0.8200
2023-06-13 19:30:47.354 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [104/1000], Loss D: 1.5448, Loss G: 4.9845, D(x): 0.7662, D(G(z)): 0.1082 | 0.0501, aux_acc: 0.7500
2023-06-13 19:30:52.945 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [105/1000], Loss D: 1.4534, Loss G: 5.4759, D(x): 0.9041, D(G(z)): 0.2342 | 0.0391, aux_acc: 0.9000
2023-06-13 19:30:58.604 | INFO     | trainer_GAN:trainer_GAN:116 - Stage 1 - Epoch [106/1000], Loss D: 1.4635, Loss G: 5.0662, D(x): 0.7616, D(G(z)): 0.3500 | 0.0533, aux_acc: 0.8100
