2023-06-10 09:28:26.626 | INFO     | __main__:run:34 - Namespace(img_size=128, eeg_dim=128, latent_dim=100, weight_path=None, img_w_eeg_path='/home/exx/GithubClonedRepo/EEG-Research/Dataset/imagenet', img_no_eeg_path='/media/exx/HDD1/LanxHuyen/CVPR2017/imagenet_noeeg_40', eeg_embedding_path='/home/exx/GithubClonedRepo/EEG-Research/Experiment/Generative_Models/EEG_features_extractor/avg_eeg_embeddings_128.pth', pretrained_netG=None, pretrained_netD=None, num_epochs_stage1=50, num_epochs_stage2=50, start_class=0, end_class=9, dataset='CVPR2017', eeg_path='/media/exx/HDD1/LanxHuyen/CVPR2017/eeg_55_95_std.pth', splits_path='/media/exx/HDD1/LanxHuyen/CVPR2017/block_splits_by_image_all.pth', log_path='/home/exx/GithubClonedRepo/EEG-Research/Experiment/Generative_Models/ACGAN', info='ACGAN_no_eeg', batch_size=100, log_interval=10, arch='train', save_ckpt='checkpoints/', num_classes=10, num_workers=4, gpu=0, lr=0.0002, wd=0.0001, optim='Adam', gamma=200, lr_step=10, pretrain=False, momen=0.9, nesterov=False, device=device(type='cuda', index=0))
2023-06-10 09:31:55.050 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [21/50], Loss D: 4.6715, Loss G: 5.1967, D(x): 0.7789, D(G(z)): 0.1487 | 0.0931, aux_acc: 0.5278
2023-06-10 09:32:04.804 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [22/50], Loss D: 4.2416, Loss G: 5.7418, D(x): 0.9728, D(G(z)): 0.3696 | 0.0665, aux_acc: 0.4722
2023-06-10 09:32:14.567 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [23/50], Loss D: 4.5266, Loss G: 5.8740, D(x): 0.6775, D(G(z)): 0.2398 | 0.0744, aux_acc: 0.5000
2023-06-10 09:32:24.347 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [24/50], Loss D: 4.4758, Loss G: 5.9318, D(x): 0.3873, D(G(z)): 0.1063 | 0.3944, aux_acc: 0.5278
2023-06-10 09:32:34.049 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [25/50], Loss D: 4.1363, Loss G: 5.4385, D(x): 0.5580, D(G(z)): 0.0072 | 0.0282, aux_acc: 0.5000
2023-06-10 09:32:43.782 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [26/50], Loss D: 4.0407, Loss G: 5.9103, D(x): 0.8520, D(G(z)): 0.0794 | 0.0403, aux_acc: 0.5833
2023-06-10 09:32:53.574 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [27/50], Loss D: 4.0577, Loss G: 6.1917, D(x): 0.5391, D(G(z)): 0.0355 | 0.3406, aux_acc: 0.3611
2023-06-10 09:33:03.303 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [28/50], Loss D: 3.7312, Loss G: 5.2927, D(x): 0.9230, D(G(z)): 0.3605 | 0.0259, aux_acc: 0.5278
2023-06-10 09:33:13.010 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [29/50], Loss D: 3.8594, Loss G: 5.6279, D(x): 0.8298, D(G(z)): 0.3071 | 0.0295, aux_acc: 0.4167
2023-06-10 09:33:22.779 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [30/50], Loss D: 3.7522, Loss G: 5.1133, D(x): 0.7456, D(G(z)): 0.2251 | 0.1971, aux_acc: 0.3056
2023-06-10 09:33:32.495 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [31/50], Loss D: 3.5444, Loss G: 5.0296, D(x): 0.6889, D(G(z)): 0.1592 | 0.1403, aux_acc: 0.5000
2023-06-10 09:33:42.217 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [32/50], Loss D: 3.5676, Loss G: 4.6574, D(x): 0.6486, D(G(z)): 0.2669 | 0.1583, aux_acc: 0.4444
2023-06-10 09:33:51.968 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [33/50], Loss D: 3.2868, Loss G: 4.5681, D(x): 0.7528, D(G(z)): 0.1021 | 0.1585, aux_acc: 0.6111
2023-06-10 09:34:01.673 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [34/50], Loss D: 3.1678, Loss G: 5.1441, D(x): 0.7620, D(G(z)): 0.2854 | 0.0049, aux_acc: 0.4722
2023-06-10 09:34:11.429 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [35/50], Loss D: 3.2491, Loss G: 5.9075, D(x): 0.9428, D(G(z)): 0.3220 | 0.0079, aux_acc: 0.6111
2023-06-10 09:34:21.172 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [36/50], Loss D: 2.9683, Loss G: 5.5418, D(x): 0.5514, D(G(z)): 0.0006 | 0.0006, aux_acc: 0.5278
2023-06-10 09:34:30.930 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [37/50], Loss D: 2.8848, Loss G: 5.8001, D(x): 0.8282, D(G(z)): 0.0847 | 0.0412, aux_acc: 0.4444
2023-06-10 09:34:40.723 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [38/50], Loss D: 2.8250, Loss G: 5.8563, D(x): 0.7300, D(G(z)): 0.3847 | 0.0004, aux_acc: 0.6389
2023-06-10 09:34:50.460 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [39/50], Loss D: 2.8328, Loss G: 5.9985, D(x): 0.1188, D(G(z)): 0.0165 | 0.2661, aux_acc: 0.4722
2023-06-10 09:35:00.173 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [40/50], Loss D: 2.6355, Loss G: 5.0156, D(x): 0.6653, D(G(z)): 0.2351 | 0.2972, aux_acc: 0.4167
2023-06-10 09:35:09.956 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [41/50], Loss D: 2.8707, Loss G: 4.7248, D(x): 0.7044, D(G(z)): 0.3153 | 0.1221, aux_acc: 0.5278
2023-06-10 09:35:19.686 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [42/50], Loss D: 2.6957, Loss G: 4.0808, D(x): 0.5616, D(G(z)): 0.2788 | 0.3916, aux_acc: 0.6111
2023-06-10 09:35:29.453 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [43/50], Loss D: 2.5287, Loss G: 4.6401, D(x): 0.7965, D(G(z)): 0.1879 | 0.0948, aux_acc: 0.5278
2023-06-10 09:35:39.185 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [44/50], Loss D: 2.5439, Loss G: 4.0743, D(x): 0.8966, D(G(z)): 0.1663 | 0.0508, aux_acc: 0.6111
2023-06-10 09:35:48.914 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [45/50], Loss D: 2.5117, Loss G: 4.1211, D(x): 0.6881, D(G(z)): 0.1134 | 0.2188, aux_acc: 0.6111
2023-06-10 09:35:58.668 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [46/50], Loss D: 2.5926, Loss G: 3.9921, D(x): 0.6757, D(G(z)): 0.3687 | 0.0937, aux_acc: 0.5556
2023-06-10 09:36:08.475 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [47/50], Loss D: 2.4566, Loss G: 3.9444, D(x): 0.8207, D(G(z)): 0.2303 | 0.0414, aux_acc: 0.5556
2023-06-10 09:36:18.262 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [48/50], Loss D: 2.5928, Loss G: 4.0373, D(x): 0.7923, D(G(z)): 0.1263 | 0.1278, aux_acc: 0.6389
2023-06-10 09:36:27.993 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [49/50], Loss D: 2.4461, Loss G: 3.9383, D(x): 0.7873, D(G(z)): 0.2175 | 0.0261, aux_acc: 0.5556
2023-06-10 09:36:37.681 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [50/50], Loss D: 2.3726, Loss G: 4.2392, D(x): 0.9052, D(G(z)): 0.1187 | 0.0412, aux_acc: 0.4722
2023-06-10 09:40:12.506 | INFO     | __main__:run:34 - Namespace(img_size=128, eeg_dim=128, latent_dim=100, weight_path=None, img_w_eeg_path='/home/exx/GithubClonedRepo/EEG-Research/Dataset/imagenet', img_no_eeg_path='/media/exx/HDD1/LanxHuyen/CVPR2017/imagenet_noeeg_40', eeg_embedding_path='/home/exx/GithubClonedRepo/EEG-Research/Experiment/Generative_Models/EEG_features_extractor/avg_eeg_embeddings_128.pth', pretrained_netG=None, pretrained_netD=None, num_epochs_stage1=50, num_epochs_stage2=50, start_class=0, end_class=9, dataset='CVPR2017', eeg_path='/media/exx/HDD1/LanxHuyen/CVPR2017/eeg_55_95_std.pth', splits_path='/media/exx/HDD1/LanxHuyen/CVPR2017/block_splits_by_image_all.pth', log_path='/home/exx/GithubClonedRepo/EEG-Research/Experiment/Generative_Models/ACGAN', info='ACGAN_no_eeg', batch_size=100, log_interval=10, arch='train', save_ckpt='checkpoints/', num_classes=10, num_workers=4, gpu=0, lr=0.0002, wd=0.0001, optim='Adam', gamma=200, lr_step=10, pretrain=False, momen=0.9, nesterov=False, device=device(type='cuda', index=0))
2023-06-10 09:40:26.088 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [1/50], Loss D: 7.2370, Loss G: 4.0621, D(x): 0.4825, D(G(z)): 0.4711 | 0.1122, aux_acc: 0.3056
2023-06-10 09:40:35.735 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [2/50], Loss D: 6.5876, Loss G: 7.6877, D(x): 0.6741, D(G(z)): 0.0162 | 0.0086, aux_acc: 0.3611
2023-06-10 09:40:45.389 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [3/50], Loss D: 7.6211, Loss G: 10.6698, D(x): 0.9649, D(G(z)): 0.3283 | 0.0002, aux_acc: 0.1944
2023-06-10 09:40:55.130 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [4/50], Loss D: 6.0928, Loss G: 8.4183, D(x): 0.8227, D(G(z)): 0.4733 | 0.0004, aux_acc: 0.2500
2023-06-10 09:41:04.846 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [5/50], Loss D: 5.6193, Loss G: 5.1259, D(x): 0.7850, D(G(z)): 0.3369 | 0.0347, aux_acc: 0.3889
2023-06-10 09:41:14.464 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [6/50], Loss D: 5.6016, Loss G: 5.9623, D(x): 0.9424, D(G(z)): 0.1370 | 0.0433, aux_acc: 0.3333
2023-06-10 09:41:24.189 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [7/50], Loss D: 5.6075, Loss G: 6.2457, D(x): 0.8405, D(G(z)): 0.2012 | 0.0306, aux_acc: 0.2778
2023-06-10 09:41:33.874 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [8/50], Loss D: 5.5427, Loss G: 7.2797, D(x): 0.8027, D(G(z)): 0.4973 | 0.0053, aux_acc: 0.1667
2023-06-10 09:41:43.583 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [9/50], Loss D: 5.6475, Loss G: 7.1207, D(x): 0.6163, D(G(z)): 0.2423 | 0.0877, aux_acc: 0.3611
2023-06-10 09:41:53.535 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [10/50], Loss D: 5.4766, Loss G: 7.6670, D(x): 0.7367, D(G(z)): 0.0477 | 0.0097, aux_acc: 0.4167
2023-06-10 09:42:03.237 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [11/50], Loss D: 5.3089, Loss G: 7.8487, D(x): 0.4495, D(G(z)): 0.1714 | 0.3103, aux_acc: 0.5278
2023-06-10 09:42:13.575 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [12/50], Loss D: 5.3966, Loss G: 7.7554, D(x): 0.4728, D(G(z)): 0.0609 | 0.1545, aux_acc: 0.3611
2023-06-10 09:42:24.016 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [13/50], Loss D: 5.1968, Loss G: 7.0335, D(x): 0.2001, D(G(z)): 0.0283 | 0.0559, aux_acc: 0.3056
2023-06-10 09:42:34.374 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [14/50], Loss D: 5.2088, Loss G: 7.0608, D(x): 0.8637, D(G(z)): 0.1667 | 0.1651, aux_acc: 0.2500
2023-06-10 09:42:44.614 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [15/50], Loss D: 5.0584, Loss G: 7.7235, D(x): 0.9168, D(G(z)): 0.1104 | 0.0933, aux_acc: 0.4722
2023-06-10 09:42:54.963 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [16/50], Loss D: 5.0029, Loss G: 7.2480, D(x): 0.7185, D(G(z)): 0.2736 | 0.0565, aux_acc: 0.3889
2023-06-10 09:43:05.451 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [17/50], Loss D: 4.9295, Loss G: 6.8382, D(x): 0.5411, D(G(z)): 0.1209 | 0.1721, aux_acc: 0.3333
2023-06-10 09:43:15.892 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [18/50], Loss D: 4.7208, Loss G: 7.0155, D(x): 0.7506, D(G(z)): 0.0755 | 0.0144, aux_acc: 0.6111
2023-06-10 09:43:26.333 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [19/50], Loss D: 4.5048, Loss G: 7.4424, D(x): 0.8662, D(G(z)): 0.1601 | 0.0668, aux_acc: 0.5556
2023-06-10 09:43:36.929 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [20/50], Loss D: 4.5878, Loss G: 6.9354, D(x): 0.6559, D(G(z)): 0.0918 | 0.2695, aux_acc: 0.5000
2023-06-10 09:43:47.306 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [21/50], Loss D: 4.3599, Loss G: 7.0551, D(x): 0.7664, D(G(z)): 0.0009 | 0.0040, aux_acc: 0.5000
2023-06-10 09:43:57.654 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [22/50], Loss D: 4.2726, Loss G: 7.3338, D(x): 0.8015, D(G(z)): 0.0489 | 0.0624, aux_acc: 0.5833
2023-06-10 09:44:08.015 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [23/50], Loss D: 4.0722, Loss G: 7.2127, D(x): 0.8111, D(G(z)): 0.0563 | 0.0531, aux_acc: 0.5556
2023-06-10 09:44:18.412 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [24/50], Loss D: 3.7953, Loss G: 7.2661, D(x): 0.5666, D(G(z)): 0.0959 | 0.1335, aux_acc: 0.5833
2023-06-10 09:44:28.748 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [25/50], Loss D: 3.6327, Loss G: 7.1104, D(x): 0.8996, D(G(z)): 0.1647 | 0.0240, aux_acc: 0.5278
2023-06-10 09:44:39.344 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [26/50], Loss D: 3.7342, Loss G: 7.4387, D(x): 0.8713, D(G(z)): 0.1371 | 0.0311, aux_acc: 0.5556
2023-06-10 09:44:49.770 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [27/50], Loss D: 3.5754, Loss G: 6.8503, D(x): 0.4937, D(G(z)): 0.0199 | 0.0909, aux_acc: 0.5833
2023-06-10 09:45:00.047 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [28/50], Loss D: 3.7741, Loss G: 7.4439, D(x): 0.7517, D(G(z)): 0.1098 | 0.0240, aux_acc: 0.5556
2023-06-10 09:45:10.394 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [29/50], Loss D: 3.5144, Loss G: 6.3766, D(x): 0.6585, D(G(z)): 0.0156 | 0.0404, aux_acc: 0.4722
2023-06-10 09:45:20.984 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [30/50], Loss D: 3.6568, Loss G: 6.3109, D(x): 0.6181, D(G(z)): 0.1962 | 0.1815, aux_acc: 0.3611
2023-06-10 09:45:31.339 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [31/50], Loss D: 3.6037, Loss G: 6.1293, D(x): 0.7679, D(G(z)): 0.1337 | 0.0172, aux_acc: 0.5278
2023-06-10 09:45:41.759 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [32/50], Loss D: 3.7420, Loss G: 7.1438, D(x): 0.7936, D(G(z)): 0.2540 | 0.0315, aux_acc: 0.5278
2023-06-10 09:45:52.111 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [33/50], Loss D: 3.4110, Loss G: 6.6662, D(x): 0.8123, D(G(z)): 0.2026 | 0.0178, aux_acc: 0.4722
2023-06-10 09:46:02.531 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [34/50], Loss D: 3.5507, Loss G: 5.8419, D(x): 0.6950, D(G(z)): 0.3436 | 0.0328, aux_acc: 0.5000
2023-06-10 09:46:12.983 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [35/50], Loss D: 3.5548, Loss G: 6.2301, D(x): 0.4866, D(G(z)): 0.0567 | 0.1923, aux_acc: 0.5556
2023-06-10 09:46:23.392 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [36/50], Loss D: 3.2657, Loss G: 6.0356, D(x): 0.8053, D(G(z)): 0.0701 | 0.0483, aux_acc: 0.4167
2023-06-10 09:46:33.882 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [37/50], Loss D: 3.1921, Loss G: 6.0921, D(x): 0.7636, D(G(z)): 0.0402 | 0.1479, aux_acc: 0.5278
2023-06-10 09:46:44.251 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [38/50], Loss D: 3.2349, Loss G: 6.0153, D(x): 0.6491, D(G(z)): 0.0193 | 0.1095, aux_acc: 0.5833
2023-06-10 09:46:54.712 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [39/50], Loss D: 3.1796, Loss G: 6.3034, D(x): 0.3247, D(G(z)): 0.0508 | 0.3275, aux_acc: 0.4722
2023-06-10 09:47:05.398 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [40/50], Loss D: 3.0826, Loss G: 6.0277, D(x): 0.7457, D(G(z)): 0.0629 | 0.0446, aux_acc: 0.5833
2023-06-10 09:47:15.787 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [41/50], Loss D: 3.3913, Loss G: 5.9433, D(x): 0.7607, D(G(z)): 0.1588 | 0.0813, aux_acc: 0.4722
2023-06-10 09:47:26.058 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [42/50], Loss D: 3.1626, Loss G: 5.6649, D(x): 0.7281, D(G(z)): 0.0823 | 0.0636, aux_acc: 0.5833
2023-06-10 09:47:36.517 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [43/50], Loss D: 3.3083, Loss G: 6.6101, D(x): 0.8114, D(G(z)): 0.1505 | 0.0486, aux_acc: 0.6667
2023-06-10 09:47:46.934 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [44/50], Loss D: 3.0809, Loss G: 6.1485, D(x): 0.8264, D(G(z)): 0.2607 | 0.0382, aux_acc: 0.6111
2023-06-10 09:47:57.307 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [45/50], Loss D: 3.0349, Loss G: 6.2270, D(x): 0.7715, D(G(z)): 0.2193 | 0.1110, aux_acc: 0.6389
2023-06-10 09:48:07.644 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [46/50], Loss D: 3.1222, Loss G: 6.1883, D(x): 0.8689, D(G(z)): 0.4995 | 0.0403, aux_acc: 0.5556
2023-06-10 09:48:18.097 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [47/50], Loss D: 3.0031, Loss G: 5.7597, D(x): 0.9160, D(G(z)): 0.1266 | 0.0400, aux_acc: 0.6111
2023-06-10 09:48:28.395 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [48/50], Loss D: 2.9084, Loss G: 6.0501, D(x): 0.8056, D(G(z)): 0.2695 | 0.0055, aux_acc: 0.6111
2023-06-10 09:48:38.797 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [49/50], Loss D: 2.8304, Loss G: 5.6098, D(x): 0.7966, D(G(z)): 0.2639 | 0.0189, aux_acc: 0.5000
2023-06-10 09:48:49.379 | INFO     | trainer_GAN:trainer_GAN:108 - Stage 1 - Epoch [50/50], Loss D: 2.8088, Loss G: 5.4062, D(x): 0.2913, D(G(z)): 0.0003 | 0.0003, aux_acc: 0.5556
